,Unnamed: 0.1,Unnamed: 0,name,title_english,title_japanese,type,source,producers,genre,studio,episodes,duration,rating,score,scored_by,rank,popularity,favorites,broadcast,premiered_season,premiered_year
759,985,2518,Ashita no Joe 2,Rocky Joe 2,あしたのジョー２,TV,Manga,Annapuru,Drama,Tokyo Movie Shinsha,47.0,24 min per ep,PG-13 - Teens 13 or older,8.63,5574.0,66.0,3246.0,719.0,Unknown,Fall,1980
760,986,2520,Shugo Chara!,Shugo Chara!,しゅごキャラ！,TV,Manga,TV Tokyo,School,Satelight,51.0,24 min per ep,PG - Children,7.55,68834.0,1532.0,627.0,3288.0,Unknown,Fall,2007
761,987,2521,ef: A Tale of Memories.,ef - a tale of memories.,ef - a tale of memories.,TV,Visual novel,Rondo Robe,Drama,Shaft,12.0,24 min per ep,PG-13 - Teens 13 or older,8.03,85012.0,526.0,480.0,2734.0,Sundays at 01:35 (JST),Fall,2007
762,988,2522,Myself; Yourself,Myself; Yourself,マイセルフ; ユアセルフ,TV,Visual novel,Marvelous,School,Doga Kobo,13.0,25 min per ep,PG-13 - Teens 13 or older,7.32,75119.0,2401.0,667.0,780.0,Unknown,Fall,2007
763,989,2523,Kimikiss Pure Rouge,Kimikiss: Pure Rouge,キミキス pure rouge,TV,Visual novel,Bandai Visual,School,J.C.Staff,24.0,24 min per ep,PG-13 - Teens 13 or older,7.41,32788.0,2014.0,1311.0,300.0,Unknown,Fall,2007
764,991,2526,Tensai? Dr. Hamax,genius?Dr. Hamax,天才？Dr.ハマックス,TV,Original,Trans Arts,Comedy,Production I.G,12.0,23 min per ep,G - All Ages,5.31,13.0,13184.0,12736.0,0.0,Unknown,Fall,2007
765,992,2527,Mokke,Mushroom,もっけ,TV,Manga,Kodansha,Mystery,Madhouse,24.0,24 min per ep,PG - Children,7.13,1999.0,3160.0,3826.0,18.0,Unknown,Fall,2007
766,993,2528,Mirai Keisatsu Urashiman,Future Police Urashiman,未来警察ウラシマン,TV,Manga,Fuji TV,Action,Tatsunoko Production,50.0,23 min per ep,PG-13 - Teens 13 or older,6.82,249.0,4339.0,8420.0,1.0,Unknown,Winter,1983
768,996,2535,Sketchbook: Full Color's,Sketchbook ~full color's~,スケッチブック ～full color's～,TV,4-koma manga,Media Factory,Comedy,Hal Film Maker,13.0,23 min per ep,G - All Ages,7.43,6792.0,1940.0,2789.0,155.0,Tuesdays at 02:00 (JST),Fall,2007
769,997,2555,Minami-ke,Minamike,みなみけ,TV,Manga,Starchild Records,Slice of Life,Daume,13.0,24 min per ep,PG-13 - Teens 13 or older,7.76,56701.0,975.0,733.0,1119.0,Mondays at Unknown,Fall,2007
771,999,2557,Suteki Tantei Labyrinth,Fantastic Detective Labyrinth,素敵探偵☆ラビリンス,TV,Manga,Sotsu,Mystery,Studio Deen,25.0,23 min per ep,PG-13 - Teens 13 or older,6.85,1601.0,4224.0,4442.0,14.0,Unknown,Fall,2007
772,1000,2558,Ookami to Koushinryou,Spice and Wolf,狼と香辛料,TV,Light novel,Victor Entertainment,Romance,Imagin,13.0,24 min per ep,PG-13 - Teens 13 or older,8.33,242480.0,217.0,104.0,14015.0,Wednesdays at 01:30 (JST),Winter,2008
773,1003,2573,Majin Tantei Nougami Neuro,Neuro: Supernatural Detective,魔人探偵 脳噛ネウロ,TV,Manga,VAP,Mystery,Madhouse,25.0,23 min per ep,R - 17+ (violence & profanity),7.7,21135.0,1113.0,1617.0,553.0,Unknown,Fall,2007
775,1006,2579,Rosario to Vampire,Rosario + Vampire,ロザリオとバンパイア,TV,Manga,GDH,Fantasy,Gonzo,13.0,25 min per ep,R+ - Mild Nudity,7.03,245586.0,3569.0,143.0,3262.0,Unknown,Winter,2008
776,1007,2583,Taiho Shichau zo: Full Throttle,You're Under Arrest: Full Throttle,逮捕しちゃうぞ フルスロットル,TV,Manga,TBS,Shounen,Studio Deen,23.0,24 min per ep,PG-13 - Teens 13 or older,7.28,2083.0,2559.0,4769.0,4.0,Unknown,Fall,2007
777,1008,2584,Moyashimon,Moyamonon,もやしもん,TV,Manga,Dentsu,School,Telecom Animation Film,11.0,23 min per ep,PG-13 - Teens 13 or older,7.64,22964.0,1265.0,1572.0,233.0,Unknown,Fall,2007
779,1010,2589,Atashin'chi,My Family,あたしンち,TV,Manga,TV Asahi,Slice of Life,Shin-Ei Animation,330.0,25 min per ep,G - All Ages,7.36,653.0,2221.0,7137.0,22.0,Saturdays at 11:20 (JST),Spring,2002
781,1013,2595,Gekitou! Crush Gear Turbo,Fierce battle! Crash gear TURBO,激闘! クラッシュギアTURBO,TV,Unknown,Bandai Visual,Shounen,Sunrise,68.0,25 min per ep,G - All Ages,6.88,2118.0,4091.0,5791.0,29.0,Unknown,Fall,2001
783,1019,2620,Tetsuwan Atom (1980),Astro Boy (1980),鉄腕アトム,TV,Manga,Nippon Television Network,Action,Tezuka Productions,52.0,24 min per ep,G - All Ages,7.22,3129.0,2801.0,4392.0,73.0,Unknown,Fall,1980
784,1020,2625,Ganbare! Kickers,Fight! Kickers,がんばれ！キッカーズ,TV,Manga,Nippon Television Network,Drama,Studio Pierrot,23.0,23 min per ep,G - All Ages,6.89,4029.0,4061.0,4790.0,28.0,Unknown,Fall,1986
785,1022,2643,Robby to Kerobby,Robby & Kerobby,ロビーとケロビー,TV,Original,Aniplex,Comedy,A-1 Pictures,52.0,10 min per ep,G - All Ages,6.28,18.0,12651.0,12662.0,0.0,Unknown,Spring,2007
789,1028,2664,Shutsugeki! Machine Robo Rescue,sortie!Machine robotz queue,出撃！マシンロボレスキュー,TV,Unknown,TV Tokyo,Action,Sunrise,53.0,23 min per ep,PG - Children,6.89,319.0,4072.0,8925.0,4.0,Wednesdays at 18:00 (JST),Winter,2003
790,1029,2665,Juusenshi Gulkeeva,Beast Warrior Galciber,獣戦士ガルキーバ,TV,Unknown,TV Tokyo Music,Fantasy,Sunrise,26.0,23 min per ep,PG-13 - Teens 13 or older,6.37,229.0,6318.0,8443.0,1.0,Tuesdays at 18:00 (JST),Spring,1995
792,1033,2685,Kaibutsu-kun,Monster,怪物くん,TV,Manga,TBS,Comedy,Studio Zero,49.0,25 min per ep,PG - Children,6.65,205.0,5120.0,9551.0,0.0,Unknown,Spring,1968
793,1034,2687,Ashita Tenki ni Naare,A Great Super Shot Boy,あした天気になあれ,TV,Manga,Nihon Ad Systems,Sports,Tsuchida Productions,47.0,22 min per ep,G - All Ages,6.27,140.0,6749.0,10376.0,1.0,Unknown,Fall,1984
794,1037,2694,GR: Giant Robo,GR -Giant Robo--,GR -ジャイアントロボ-,TV,Unknown,Soft Garage,Adventure,A.C.G.T.,13.0,25 min per ep,PG-13 - Teens 13 or older,6.72,276.0,4803.0,7238.0,2.0,Unknown,Winter,2007
795,1040,2708,Nessa no Haou Gandalla,Gandalla: The King of Burning Desert,熱沙の覇王ガンダーラ,TV,Original,Big West,Drama,Production Reed,26.0,22 min per ep,PG-13 - Teens 13 or older,6.04,102.0,7601.0,8810.0,1.0,Unknown,Spring,1998
796,1042,2716,Asobot Senki Gokuu,Monkey Typhoon,アソボット戦記五九,TV,Manga,TV Tokyo,Sci-Fi,Studio Egg,52.0,23 min per ep,PG-13 - Teens 13 or older,6.8,738.0,4408.0,7114.0,8.0,Tuesdays at 18:30 (JST),Fall,2002
797,1043,2717,Ningyohime Marina no Bouken,Saban's Adventures of the Little Mermaid,人魚姫 マリーナの冒険,TV,Unknown,Fuji TV,Romance,Telescreen BV,26.0,22 min per ep,G - All Ages,6.43,389.0,6076.0,8552.0,4.0,Saturdays at 05:00 (JST),Winter,1991
798,1047,2740,Druaga no Tou: The Aegis of Uruk,Tower of Druaga: The Aegis of Uruk,ドルアーガの塔 〜the Aegis of URUK〜,TV,Game,Dentsu,Adventure,Gonzo,12.0,25 min per ep,PG-13 - Teens 13 or older,7.27,39977.0,2572.0,1053.0,206.0,Unknown,Spring,2008
799,1048,2741,Gunslinger Girl: Il Teatrino,Gunslinger Girl: Il Teatrino,ガンスリンガー ガール -IL TEATRINO-,TV,Manga,Marvelous,Action,Artland,13.0,25 min per ep,R - 17+ (violence & profanity),7.24,20699.0,2700.0,1746.0,111.0,Unknown,Winter,2008
800,1049,2750,Hatara Kids Mai Ham Gumi,Master Hamsters,はたらキッズマイハム組,TV,Original,TV Asahi,Kids,Toei Animation,50.0,25 min per ep,PG - Children,5.77,39.0,11108.0,11165.0,0.0,Unknown,Fall,2007
801,1052,2762,IGPX: Immortal Grand Prix (2005),IGPX: Immortal Grand Prix,IGPX -Immortal Grand Prix-,TV,Original,Bandai Visual,Shounen,Production I.G,13.0,23 min per ep,PG-13 - Teens 13 or older,7.18,6367.0,2950.0,3436.0,69.0,Unknown,Fall,2005
802,1053,2763,Bakutou Sengen Daigunder,Daigunder,爆闘宣言ダイガンダー,TV,Original,TV Tokyo,Adventure,Nippon Animation,39.0,21 min per ep,PG - Children,6.75,831.0,4658.0,7724.0,6.0,Fridays at 18:00 (JST),Spring,2002
803,1055,2778,Vampiyan Kids,Vampiyan Kids,バンパイヤン・キッズ,TV,Original,Fuji TV,Comedy,Production I.G,23.0,23 min per ep,G - All Ages,6.2,82.0,7050.0,9754.0,2.0,Saturdays at 18:30 (JST),Fall,2001
804,1057,2782,Aria The Origination,Aria The Origination,ARIA The ORIGINATION,TV,Manga,TV Tokyo,Slice of Life,Hal Film Maker,13.0,24 min per ep,G - All Ages,8.57,19206.0,80.0,1216.0,3098.0,Tuesdays at 02:00 (JST),Winter,2008
805,1058,2783,Hatenkou Yuugi,Hatenkou Yugi,破天荒遊戯,TV,Manga,Frontier Works,Adventure,Studio Deen,10.0,24 min per ep,PG-13 - Teens 13 or older,7.24,13141.0,2702.0,2296.0,189.0,Unknown,Winter,2008
806,1059,2784,H2O: Footprints in the Sand,H2O: Footprints in the Sand,H2O ~FOOTPRINTS IN THE SAND~,TV,Visual novel,NTT Docomo,Romance,Zexcs,12.0,24 min per ep,PG-13 - Teens 13 or older,7.17,38836.0,2988.0,1211.0,400.0,Unknown,Winter,2008
807,1060,2800,Wagaya no Oinari-sama.,Our Home's Fox Deity,我が家のお稲荷さま。,TV,Light novel,Kadokawa Shoten,Adventure,Zexcs,24.0,24 min per ep,PG-13 - Teens 13 or older,7.27,9622.0,2604.0,2477.0,80.0,Unknown,Spring,2008
808,1061,2803,Yuusha Exkaiser,The Brave Fighter Exkizer,勇者エクスカイザー,TV,Original,Nagoya Broadcasting Network,Shounen,Sunrise,48.0,24 min per ep,G - All Ages,6.62,222.0,5285.0,8559.0,4.0,Unknown,Winter,1990
809,1063,2810,Haikara-san ga Tooru,Smart-san,はいからさんが通る,TV,Manga,Asahi Broadcasting,Slice of Life,Nippon Animation,42.0,24 min per ep,PG-13 - Teens 13 or older,7.4,359.0,2053.0,6807.0,8.0,Unknown,Summer,1978
810,1064,2812,Mnemosyne: Mnemosyne no Musume-tachi,Rin: Daughters of Mnemosyne,Mnemosyne－ムネモシュネの娘たち－,TV,Original,VAP,Action,Xebec,6.0,45 min per ep,R+ - Mild Nudity,7.41,53824.0,2023.0,746.0,942.0,Unknown,Winter,2008
812,1067,2820,Kure-nai,Kurenai,紅,TV,Light novel,Yomiko Advertising,Drama,Brain's Base,12.0,25 min per ep,PG-13 - Teens 13 or older,7.45,30871.0,1839.0,1288.0,232.0,Unknown,Spring,2008
813,1068,2821,Amatsuki,Amatsuki,あまつき,TV,Manga,Frontier Works,Supernatural,Studio Deen,13.0,23 min per ep,PG-13 - Teens 13 or older,6.98,21866.0,3723.0,1721.0,134.0,Saturdays at 02:30 (JST),Spring,2008
814,1069,2825,Persona: Trinity Soul,Persona: Trinity Soul,ペルソナ 〜トリニティ・ソウル〜,TV,Original,Aniplex,Sci-Fi,A-1 Pictures,26.0,23 min per ep,PG-13 - Teens 13 or older,6.67,18906.0,5020.0,1475.0,162.0,Unknown,Winter,2008
815,1071,2844,Maicching Machiko-sensei,Miss Machiko,まいっちんぐマチコ先生,TV,Manga,TV Tokyo,Comedy,Studio Pierrot,95.0,25 min per ep,R+ - Mild Nudity,6.55,120.0,5586.0,7682.0,4.0,Thursdays at 19:30 (JST),Fall,1981
816,1073,2853,Blassreiter,Blassreiter,ブラスレイター,TV,Original,Nitroplus,Sci-Fi,Gonzo,24.0,23 min per ep,R - 17+ (violence & profanity),7.01,22606.0,3624.0,1373.0,228.0,Unknown,Spring,2008
818,1078,2871,Hey! Bumboo,Bumpety Boo,へーい！ブンブー,TV,Unknown,NHK,Kids,Nippon Animation,130.0,10 min per ep,PG - Children,6.14,417.0,7261.0,9031.0,2.0,Unknown,Spring,1985
819,1080,2873,Meme Iroiro Yume no Tabi,The Many Dream Journeys of Meme,ミームいろいろ夢の旅,TV,Unknown,TBS,Kids,Nippon Animation,127.0,25 min per ep,PG - Children,6.57,128.0,5489.0,10362.0,1.0,Unknown,Spring,1983
820,1081,2875,Moero! Top Striker,Top Striker,燃えろ! トップストライカー,TV,Unknown,Fuji TV,Sports,Nippon Animation,49.0,24 min per ep,G - All Ages,6.74,1512.0,4725.0,6606.0,8.0,Thursdays at 19:00 (JST),Fall,1991
821,1083,2886,To LOVE-Ru,To LOVE Ru,To LOVEる -とらぶる-,TV,Manga,Geneon Universal Entertainment,Sci-Fi,Xebec,26.0,24 min per ep,R+ - Mild Nudity,7.23,181606.0,2753.0,191.0,3229.0,Unknown,Spring,2008
822,1084,2888,Vampire Knight,Vampire Knight,ヴァンパイア騎士〈ナイト〉,TV,Manga,TV Tokyo,Supernatural,Studio Deen,13.0,24 min per ep,PG-13 - Teens 13 or older,7.27,220644.0,2602.0,173.0,8111.0,Unknown,Spring,2008
823,1087,2897,Nogizaka Haruka no Himitsu,Haruka Nogizaka's Secret,乃木坂春香の秘密,TV,Light novel,Geneon Universal Entertainment,Comedy,Diomedea,12.0,25 min per ep,PG-13 - Teens 13 or older,7.3,52169.0,2481.0,964.0,387.0,Unknown,Summer,2008
824,1088,2900,Special A,Special A (S.A),スペシャル・エー,TV,Manga,Showgate,Romance,Gonzo,24.0,24 min per ep,PG-13 - Teens 13 or older,7.7,119248.0,1123.0,359.0,2841.0,Mondays at 01:30 (JST),Spring,2008
825,1089,2916,Ryuusei no Rockman Tribe,Mega Man Star Force Tribe,流星のロックマン トライブ,TV,Unknown,Half H.P Studio,Adventure,Xebec,21.0,10 min per ep,PG - Children,7.07,2083.0,3410.0,5404.0,22.0,Unknown,Fall,2007
826,1090,2922,Wellber no Monogatari: Sisters of Wellber Zwei,Sisters of Wellber Zwei,ウエルベールの物語 ～Sisters of Wellber～ 第二幕,TV,Original,Avex Entertainment,Fantasy,Production I.G,13.0,20 min per ep,PG-13 - Teens 13 or older,6.92,1129.0,3973.0,5927.0,2.0,Unknown,Winter,2008
827,1091,2923,Kanokon,Kanokon: The Girl Who Cried Fox,かのこん,TV,Light novel,Media Factory,Comedy,Xebec,12.0,24 min per ep,R+ - Mild Nudity,6.63,82541.0,5219.0,557.0,555.0,Unknown,Spring,2008
828,1094,2961,Midori no Makibao,Green Makibao,みどりのマキバオー,TV,Manga,Fuji TV,Comedy,Studio Pierrot,61.0,24 min per ep,G - All Ages,6.61,298.0,5314.0,9320.0,6.0,Saturdays at 06:30 (JST),Spring,1996
829,1095,2969,Dennou Boukenki Webdiver,Brain Adventure Record Webdiver,電脳冒険記ウェブダイバー,TV,Original,Radix,Shounen,Nippon Animation,52.0,24 min per ep,PG - Children,7.11,511.0,3235.0,8139.0,15.0,Fridays at 18:00 (JST),Spring,2001
830,1096,2979,Mach GoGoGo (1997),Speed Racer X,マッハGoGoGo,TV,Manga,TV Tokyo,Adventure,Tatsunoko Production,34.0,25 min per ep,PG - Children,6.39,840.0,6239.0,7141.0,3.0,Thursdays at 19:00 (JST),Winter,1997
832,1098,2984,Kodai Ouja Kyouryuu King,Dinosaur King,古代王者 恐竜キング Ｄキッズアドベンチャー,TV,Game,Asatsu DK,Fantasy,Sunrise,49.0,25 min per ep,PG - Children,6.11,4553.0,7367.0,4255.0,27.0,Unknown,Winter,2007
833,1099,2987,Getter Robo,Getter Robo,ゲッターロボ,TV,Manga,Dynamic Planning,Action,Toei Animation,51.0,25 min per ep,PG-13 - Teens 13 or older,6.95,912.0,3833.0,5549.0,21.0,Unknown,Spring,1974
834,1100,2995,Soul Eater,Soul Eater,ソウルイーター,TV,Manga,TV Tokyo,Comedy,Bones,51.0,24 min per ep,PG-13 - Teens 13 or older,8.01,453157.0,560.0,26.0,18972.0,Mondays at 18:00 (JST),Spring,2008
835,1101,2997,Tears to Tiara,Tears to Tiara,ティアーズ・トゥ・ティアラ,TV,Visual novel,Dwango,Adventure,White Fox,26.0,24 min per ep,PG-13 - Teens 13 or older,7.26,23412.0,2646.0,1469.0,176.0,Unknown,Spring,2009
836,1102,3003,Hidamari Sketch x 365,Hidamari Sketch x 365,ひだまりスケッチ×365,TV,4-koma manga,Aniplex,School,Shaft,13.0,24 min per ep,PG-13 - Teens 13 or older,7.86,11644.0,786.0,2676.0,133.0,Fridays at 01:25 (JST),Summer,2008
838,1107,3022,Bouken Yuuki Pluster World,Adventure Hero Pluster World,冒険遊記プラスターワールド,TV,Original,TV Tokyo,Adventure,Actas,52.0,24 min per ep,G - All Ages,6.15,94.0,7220.0,10121.0,2.0,Thursdays at 18:00 (JST),Spring,2003
839,1108,3023,Kaiketsu Zorori (TV),Kaiketsu Zorori,かいけつゾロリ,TV,Unknown,Nagoya Broadcasting Network,Adventure,Ajia-Do,52.0,24 min per ep,PG - Children,7.2,597.0,2860.0,7685.0,20.0,Unknown,Winter,2004
840,1109,3035,Kurogane no Linebarrels,Linebarrels of Iron,鉄のラインバレル,TV,Manga,Akita Shoten,Sci-Fi,Gonzo,24.0,23 min per ep,R - 17+ (violence & profanity),7.03,14847.0,3556.0,2094.0,88.0,Unknown,Fall,2008
841,1110,3036,Nabari no Ou,Nabari no Ou,隠の王,TV,Manga,Square Enix,Drama,J.C.Staff,26.0,24 min per ep,PG-13 - Teens 13 or older,7.38,51654.0,2156.0,741.0,1349.0,Unknown,Spring,2008
843,1114,3045,Kikou Souseiki Mospeada,Genesis Climber Mospeada,機甲創世記モスピーダ,TV,Original,Artmic,Action,Tatsunoko Production,25.0,23 min per ep,PG-13 - Teens 13 or older,7.21,2351.0,2821.0,4979.0,38.0,Unknown,Fall,1983
844,1115,3048,Nijuu Mensou no Musume,The Daughter of 20 Faces,二十面相の娘,TV,Manga,PRA,Action,Bones,22.0,22 min per ep,PG-13 - Teens 13 or older,7.61,9228.0,1347.0,2488.0,158.0,Unknown,Spring,2008
845,1119,3064,Kaiba,Kaiba,カイバ,TV,Original,VAP,Sci-Fi,Madhouse,12.0,24 min per ep,R+ - Mild Nudity,8.22,25240.0,304.0,1094.0,2347.0,Unknown,Spring,2008
846,1120,3070,Hakaba Kitarou,Graveyard Kitaro,墓場鬼太郎,TV,Manga,Fuji TV,Horror,Toei Animation,11.0,25 min per ep,PG-13 - Teens 13 or older,6.97,2713.0,3763.0,4273.0,29.0,Fridays at 00:45 (JST),Winter,2008
847,1122,3073,Jigoku Shoujo Mitsuganae,Hell Girl: Three Vessels,地獄少女 三鼎,TV,Original,Aniplex,Supernatural,Studio Deen,26.0,24 min per ep,R - 17+ (violence & profanity),7.73,30413.0,1041.0,1222.0,293.0,Saturdays at 17:00 (JST),Fall,2008
849,1129,3105,Play Ball,Play Ball,プレイボール,TV,Manga,Magic Bus,Action,Eiken,13.0,24 min per ep,G - All Ages,6.08,93.0,7481.0,9806.0,0.0,Unknown,Summer,2005
850,1135,3127,Futari Daka,Futari Daka,ふたり鷹,TV,Manga,Fuji TV,Shounen,Kokusai Eigasha,36.0,25 min per ep,G - All Ages,6.15,79.0,7224.0,10483.0,1.0,Unknown,Fall,1984
851,1137,3129,Mori no Youki na Kobito-tachi: Belfy to Lillibit,The Littl' Bits,森の陽気な小人たち ベルフィーとリビット,TV,Unknown,Meruhensha,Fantasy,Tatsunoko Production,26.0,25 min per ep,G - All Ages,6.54,307.0,5630.0,9160.0,1.0,Unknown,Winter,1980
852,1142,3140,Little Lulu to Chicchai Nakama,Little Lulu,リトル・ルルとちっちゃい仲間,TV,Unknown,Asahi Broadcasting,Comedy,Nippon Animation,26.0,25 min per ep,G - All Ages,6.61,220.0,5311.0,10013.0,3.0,Unknown,Fall,1976
853,1143,3144,Ore wa Teppei,My Name Is Teppei,おれは鉄兵,TV,Manga,Fuji TV,Shounen,Nippon Animation,28.0,25 min per ep,PG-13 - Teens 13 or older,6.81,175.0,4389.0,9126.0,3.0,Unknown,Fall,1977
856,1147,3153,Himitsu no Akko-chan 2,Secret Akko -chan 2,ひみつのアッコちゃん２,TV,Unknown,Yomiko Advertising,School,Toei Animation,61.0,24 min per ep,G - All Ages,6.34,132.0,6468.0,9994.0,1.0,Unknown,Fall,1988
857,1150,3156,Chi's Sweet Home,Cheese suite home,チーズスイートホーム,TV,Manga,TV Tokyo,Comedy,Madhouse,104.0,3 min per ep,G - All Ages,7.78,17227.0,922.0,1786.0,387.0,Not scheduled once per week,Spring,2008
858,1151,3159,Microid S,Microid S,ミクロイドＳ,TV,Unknown,TV Asahi,Sci-Fi,Toei Animation,26.0,25 min per ep,PG-13 - Teens 13 or older,5.92,39.0,11987.0,11326.0,0.0,Unknown,Spring,1973
859,1152,3165,Konchuu Monogatari Minashigo Hutch,The Adventures of Hutch the Honeybee,昆虫物語みなしごハッチ,TV,Original,Bandai,Comedy,Tatsunoko Production,91.0,24 min per ep,G - All Ages,6.46,869.0,5943.0,7624.0,5.0,Unknown,Spring,1970
860,1153,3172,Sakura Momoko Gekijou: Coji-Coji,Coji-Coji,さくらももこ劇場 コジコジ,TV,Unknown,Aniplex,Comedy,Nippon Animation,100.0,25 min per ep,G - All Ages,6.8,45.0,12709.0,11355.0,0.0,Saturdays at 17:30 (JST),Fall,1997
861,1159,3186,Sugar Bunnies,Sugar Bunnies,シュガーバニーズ,TV,Unknown,Sanrio,Kids,Asahi Production,26.0,11 min per ep,G - All Ages,6.32,61.0,6567.0,10328.0,2.0,Unknown,Spring,2007
863,1161,3200,Ginga Sengoku Gunyuuden Rai,Galaxy Warring State Chronicle Rai,銀河戦国群雄伝ライ,TV,Manga,TV Tokyo,Romance,E&G Films,52.0,25 min per ep,PG-13 - Teens 13 or older,8.06,2956.0,486.0,4316.0,56.0,Fridays at 18:30 (JST),Spring,1994
864,1164,3217,Mobile Suit Gundam 00 Second Season,Mobile Suit Gundam 00: Second Season,機動戦士ガンダム00 セカンドシーズン,TV,Original,Mainichi Broadcasting System,Drama,Sunrise,25.0,24 min per ep,R - 17+ (violence & profanity),8.17,68169.0,360.0,921.0,1295.0,Unknown,Fall,2008
865,1165,3221,Magnerobo Ga-Keen,Magnelobo Ga Keen,マグネロボ・ガ・キーン,TV,Original,TV Asahi,Action,Toei Animation,39.0,24 min per ep,PG-13 - Teens 13 or older,6.38,145.0,6282.0,9661.0,0.0,Unknown,Fall,1976
866,1166,3222,Karakuri Kiden: Hiwou Senki,Hiwou War Chronicles,機巧奇傳　ヒヲウ戦記,TV,Original,Bandai Visual,Adventure,Bones,26.0,25 min per ep,None,6.64,233.0,5166.0,8842.0,1.0,Tuesdays at 18:30 (JST),Fall,2000
867,1168,3224,Takoyaki Mant-Man,Takoyaki Capeman,たこやきマントマン,TV,Picture book,Youmex,Comedy,Studio Pierrot,77.0,24 min per ep,PG - Children,6.5,53.0,5812.0,11605.0,0.0,Unknown,Spring,1998
868,1170,3240,Kannagi,Kannagi: Crazy Shrine Maidens,かんなぎ,TV,Manga,Aniplex,Supernatural,A-1 Pictures,13.0,23 min per ep,PG-13 - Teens 13 or older,7.38,53644.0,2153.0,841.0,325.0,Saturdays at 22:30 (JST),Fall,2008
870,1173,3251,Tetsuwan Birdy Decode,Birdy the Mighty: Decode,鉄腕バーディー (2008),TV,Manga,Aniplex,Comedy,A-1 Pictures,13.0,24 min per ep,PG-13 - Teens 13 or older,7.51,26674.0,1649.0,1384.0,335.0,Saturdays at 01:00 (JST),Summer,2008
871,1175,3272,Paul no Miracle Daisakusen,Paul in Fantasy Island,ポールのミラクル大作戦,TV,Original,Fuji TV,Action,Tatsunoko Production,50.0,25 min per ep,G - All Ages,6.62,193.0,5266.0,9929.0,1.0,Sundays at 18:00 (JST),Fall,1976
872,1176,3276,Seiyou Kottou Yougashiten: Antique,Antique Bakery,西洋骨董洋菓子店 ~アンティーク~,TV,Manga,Fuji TV,Comedy,Nippon Animation,12.0,22 min per ep,PG-13 - Teens 13 or older,7.13,11498.0,3168.0,2467.0,97.0,Fridays at 00:45 (JST),Summer,2008
873,1181,3287,Zettai Karen Children,Psychic Squad,絶対可憐チルドレン,TV,Manga,TV Tokyo,Supernatural,SynergySP,51.0,24 min per ep,PG-13 - Teens 13 or older,7.41,8324.0,2040.0,2178.0,98.0,Sundays at Unknown,Spring,2008
874,1182,3288,Golgo 13 (TV),Golgo 13,ゴルゴ13,TV,Manga,TV Tokyo,Action,The Answer Studio,50.0,24 min per ep,R+ - Mild Nudity,7.58,6693.0,1428.0,2483.0,168.0,Unknown,Spring,2008
875,1184,3291,Kouchuu Ouja Mushiking: Mori no Tami no Densetsu,Mushiking: The Guardians of the Forest,甲虫王者ムシキング ～森の民の伝説～,TV,Card game,TV Tokyo,Fantasy,TMS Entertainment,52.0,22 min per ep,G - All Ages,6.79,670.0,4469.0,7524.0,7.0,Wednesdays at 18:00 (JST),Spring,2005
